Timestamp,Ping Time (ms),Qualtiy,Last Station
2024-08-21 16:13:21,45,1.0,Środa Wielkopolska
2024-08-21 16:13:24,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:13:27,41,1.0,Środa Wielkopolska
2024-08-21 16:13:30,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:13:33,40,1.0,Środa Wielkopolska
2024-08-21 16:13:36,67,0.9821052631578948,Środa Wielkopolska
2024-08-21 16:13:39,58,0.991578947368421,Środa Wielkopolska
2024-08-21 16:13:42,52,0.9978947368421052,Środa Wielkopolska
2024-08-21 16:13:45,56,0.9936842105263158,Środa Wielkopolska
2024-08-21 16:13:49,60,0.9894736842105264,Środa Wielkopolska
2024-08-21 16:13:52,62,0.9873684210526316,Środa Wielkopolska
2024-08-21 16:13:55,53,0.996842105263158,Środa Wielkopolska
2024-08-21 16:13:58,50,1.0,Środa Wielkopolska
2024-08-21 16:14:01,50,1.0,Środa Wielkopolska
2024-08-21 16:14:04,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:14:07,93,0.9547368421052632,Środa Wielkopolska
2024-08-21 16:14:10,57,0.9926315789473684,Środa Wielkopolska
2024-08-21 16:14:13,81,0.9673684210526317,Środa Wielkopolska
2024-08-21 16:14:16,198,0.8442105263157895,Środa Wielkopolska
2024-08-21 16:14:20,56,0.9936842105263158,Środa Wielkopolska
2024-08-21 16:14:23,60,0.9894736842105264,Środa Wielkopolska
2024-08-21 16:14:26,56,0.9936842105263158,Środa Wielkopolska
2024-08-21 16:14:29,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:14:32,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:14:35,77,0.9715789473684212,Środa Wielkopolska
2024-08-21 16:14:38,46,1.0,Środa Wielkopolska
2024-08-21 16:14:41,71,0.9778947368421052,Środa Wielkopolska
2024-08-21 16:14:44,55,0.9947368421052633,Środa Wielkopolska
2024-08-21 16:14:47,47,1.0,Środa Wielkopolska
2024-08-21 16:14:51,50,1.0,Środa Wielkopolska
2024-08-21 16:14:54,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:14:57,50,1.0,Środa Wielkopolska
2024-08-21 16:15:00,54,0.9957894736842106,Środa Wielkopolska
2024-08-21 16:15:03,183,0.86,Środa Wielkopolska
2024-08-21 16:15:06,50,1.0,Środa Wielkopolska
2024-08-21 16:15:09,60,0.9894736842105264,Środa Wielkopolska
2024-08-21 16:15:12,328,0.7073684210526315,Środa Wielkopolska
2024-08-21 16:15:16,44,1.0,Środa Wielkopolska
2024-08-21 16:15:19,74,0.9747368421052632,Środa Wielkopolska
2024-08-21 16:15:22,53,0.996842105263158,Środa Wielkopolska
2024-08-21 16:15:25,1021,0.0,Środa Wielkopolska
2024-08-21 16:15:29,60000,0.0,Środa Wielkopolska
2024-08-21 16:15:43,2953,0.0,Środa Wielkopolska
2024-08-21 16:15:49,56,0.9936842105263158,Środa Wielkopolska
2024-08-21 16:15:52,430,0.6,Środa Wielkopolska
2024-08-21 16:15:55,306,0.7305263157894737,Środa Wielkopolska
2024-08-21 16:15:59,256,0.783157894736842,Środa Wielkopolska
2024-08-21 16:16:02,158,0.8863157894736842,Środa Wielkopolska
2024-08-21 16:16:05,60000,0.0,Środa Wielkopolska
2024-08-21 16:16:19,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:16:21,83,0.9652631578947368,Środa Wielkopolska
2024-08-21 16:16:24,376,0.6568421052631579,Środa Wielkopolska
2024-08-21 16:16:28,102,0.9452631578947368,Środa Wielkopolska
2024-08-21 16:16:31,65,0.9842105263157894,Środa Wielkopolska
2024-08-21 16:16:34,93,0.9547368421052632,Środa Wielkopolska
2024-08-21 16:16:37,169,0.8747368421052631,Środa Wielkopolska
2024-08-21 16:16:40,60000,0.0,Środa Wielkopolska
2024-08-21 16:16:54,60000,0.0,Środa Wielkopolska
2024-08-21 16:17:08,60000,0.0,Środa Wielkopolska
2024-08-21 16:17:22,60000,0.0,Środa Wielkopolska
2024-08-21 16:17:36,60000,0.0,Środa Wielkopolska
2024-08-21 16:17:50,60000,0.0,Środa Wielkopolska
2024-08-21 16:18:04,60000,0.0,Środa Wielkopolska
2024-08-21 16:18:18,60000,0.0,Środa Wielkopolska
2024-08-21 16:18:32,60000,0.0,Środa Wielkopolska
2024-08-21 16:18:46,68,0.9810526315789474,Środa Wielkopolska
2024-08-21 16:18:49,180,0.8631578947368421,Środa Wielkopolska
2024-08-21 16:18:53,683,0.3336842105263158,Środa Wielkopolska
2024-08-21 16:18:56,146,0.8989473684210526,Środa Wielkopolska
2024-08-21 16:19:00,64,0.9852631578947368,Środa Wielkopolska
2024-08-21 16:19:03,201,0.8410526315789474,Środa Wielkopolska
2024-08-21 16:19:06,85,0.963157894736842,Środa Wielkopolska
2024-08-21 16:19:09,47,1.0,Środa Wielkopolska
2024-08-21 16:19:12,92,0.9557894736842104,Środa Wielkopolska
2024-08-21 16:19:15,201,0.8410526315789474,Środa Wielkopolska
2024-08-21 16:19:18,43,1.0,Środa Wielkopolska
2024-08-21 16:19:21,42,1.0,Środa Wielkopolska
2024-08-21 16:19:24,40,1.0,Środa Wielkopolska
2024-08-21 16:19:28,73,0.9757894736842104,Środa Wielkopolska
2024-08-21 16:19:31,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:19:34,65,0.9842105263157894,Środa Wielkopolska
2024-08-21 16:19:37,95,0.9526315789473684,Środa Wielkopolska
2024-08-21 16:19:40,117,0.9294736842105265,Środa Wielkopolska
2024-08-21 16:19:43,382,0.6505263157894737,Środa Wielkopolska
2024-08-21 16:19:47,60000,0.0,Środa Wielkopolska
2024-08-21 16:20:01,60000,0.0,Środa Wielkopolska
2024-08-21 16:20:15,60000,0.0,Środa Wielkopolska
2024-08-21 16:20:29,60000,0.0,Środa Wielkopolska
2024-08-21 16:20:43,60000,0.0,Środa Wielkopolska
2024-08-21 16:20:57,60000,0.0,Środa Wielkopolska
2024-08-21 16:21:11,60000,0.0,Środa Wielkopolska
2024-08-21 16:22:17,60000,0.0,Środa Wielkopolska
2024-08-21 16:22:28,60000,0.0,Środa Wielkopolska
2024-08-21 16:22:39,66,0.983157894736842,Środa Wielkopolska
2024-08-21 16:22:42,86,0.9621052631578948,Środa Wielkopolska
2024-08-21 16:22:45,68,0.9810526315789474,Środa Wielkopolska
2024-08-21 16:22:49,66,0.983157894736842,Środa Wielkopolska
2024-08-21 16:22:52,62,0.9873684210526316,Środa Wielkopolska
2024-08-21 16:22:55,83,0.9652631578947368,Środa Wielkopolska
2024-08-21 16:22:59,71,0.9778947368421052,Środa Wielkopolska
2024-08-21 16:23:05,84,0.9642105263157896,Środa Wielkopolska
2024-08-21 16:23:08,83,0.9652631578947368,Środa Wielkopolska
2024-08-21 16:23:12,58,0.991578947368421,Środa Wielkopolska
2024-08-21 16:23:15,89,0.9589473684210528,Środa Wielkopolska
2024-08-21 16:23:18,97,0.9505263157894736,Środa Wielkopolska
2024-08-21 16:23:22,44,1.0,Środa Wielkopolska
2024-08-21 16:23:25,35,1.0,Środa Wielkopolska
2024-08-21 16:23:28,53,0.996842105263158,Środa Wielkopolska
2024-08-21 16:23:31,548,0.4757894736842105,Środa Wielkopolska
2024-08-21 16:23:36,42,1.0,Środa Wielkopolska
2024-08-21 16:23:39,68,0.9810526315789474,Środa Wielkopolska
2024-08-21 16:23:43,60000,0.0,Środa Wielkopolska
2024-08-21 16:23:56,121,0.9252631578947368,Środa Wielkopolska
2024-08-21 16:23:59,45,1.0,Środa Wielkopolska
2024-08-21 16:24:03,66,0.983157894736842,Środa Wielkopolska
2024-08-21 16:24:06,46,1.0,Środa Wielkopolska
2024-08-21 16:24:09,66,0.983157894736842,Środa Wielkopolska
2024-08-21 16:24:12,37,1.0,Środa Wielkopolska
2024-08-21 16:24:15,57,0.9926315789473684,Środa Wielkopolska
2024-08-21 16:24:19,145,0.9,Środa Wielkopolska
2024-08-21 16:24:22,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:24:25,54,0.9957894736842106,Środa Wielkopolska
2024-08-21 16:24:29,64,0.9852631578947368,Środa Wielkopolska
2024-08-21 16:24:32,69,0.98,Środa Wielkopolska
2024-08-21 16:24:35,57,0.9926315789473684,Środa Wielkopolska
2024-08-21 16:24:38,76,0.9726315789473684,Środa Wielkopolska
2024-08-21 16:24:42,62,0.9873684210526316,Środa Wielkopolska
2024-08-21 16:24:45,53,0.996842105263158,Środa Wielkopolska
2024-08-21 16:24:48,55,0.9947368421052633,Środa Wielkopolska
2024-08-21 16:24:52,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:24:55,113,0.9336842105263158,Środa Wielkopolska
2024-08-21 16:24:58,148,0.8968421052631579,Środa Wielkopolska
2024-08-21 16:25:05,60000,0.0,Środa Wielkopolska
2024-08-21 16:25:16,47,1.0,Środa Wielkopolska
2024-08-21 16:25:19,163,0.8810526315789474,Środa Wielkopolska
2024-08-21 16:25:23,74,0.9747368421052632,Środa Wielkopolska
2024-08-21 16:25:26,1053,0.0,Środa Wielkopolska
2024-08-21 16:25:32,55,0.9947368421052633,Środa Wielkopolska
2024-08-21 16:25:35,82,0.9663157894736842,Środa Wielkopolska
2024-08-21 16:25:39,58,0.991578947368421,Środa Wielkopolska
2024-08-21 16:25:42,57,0.9926315789473684,Środa Wielkopolska
2024-08-21 16:25:45,93,0.9547368421052632,Środa Wielkopolska
2024-08-21 16:25:49,175,0.868421052631579,Środa Wielkopolska
2024-08-21 16:25:52,97,0.9505263157894736,Środa Wielkopolska
2024-08-21 16:25:56,60000,0.0,Środa Wielkopolska
2024-08-21 16:26:20,60000,0.0,Środa Wielkopolska
2024-08-21 16:26:50,60000,0.0,Środa Wielkopolska
2024-08-21 16:27:20,60000,0.0,Środa Wielkopolska
2024-08-21 16:27:50,60000,0.0,Środa Wielkopolska
2024-08-21 16:28:20,226,0.8147368421052632,Środa Wielkopolska
2024-08-21 16:28:40,180,0.8631578947368421,Środa Wielkopolska
2024-08-21 16:28:43,125,0.9210526315789472,Środa Wielkopolska
2024-08-21 16:28:47,55,0.9947368421052633,Środa Wielkopolska
2024-08-21 16:28:50,68,0.9810526315789474,Środa Wielkopolska
2024-08-21 16:28:53,48,1.0,Środa Wielkopolska
2024-08-21 16:28:56,60000,0.0,Środa Wielkopolska
2024-08-21 16:29:10,60000,0.0,Środa Wielkopolska
2024-08-21 16:29:21,60000,0.0,Środa Wielkopolska
2024-08-21 16:29:32,60000,0.0,Środa Wielkopolska
2024-08-21 16:29:43,60000,0.0,Środa Wielkopolska
2024-08-21 16:29:54,60000,0.0,Środa Wielkopolska
2024-08-21 16:30:05,60000,0.0,Środa Wielkopolska
2024-08-21 16:30:16,60000,0.0,Środa Wielkopolska
2024-08-21 16:30:27,60000,0.0,Środa Wielkopolska
2024-08-21 16:30:38,60000,0.0,Środa Wielkopolska
2024-08-21 16:30:49,60000,0.0,Środa Wielkopolska
2024-08-21 16:31:00,36,1.0,Środa Wielkopolska
2024-08-21 16:31:03,72,0.9768421052631578,Środa Wielkopolska
2024-08-21 16:31:07,56,0.9936842105263158,Środa Wielkopolska
2024-08-21 16:31:10,46,1.0,Środa Wielkopolska
2024-08-21 16:31:13,47,1.0,Środa Wielkopolska
2024-08-21 16:31:16,45,1.0,Środa Wielkopolska
2024-08-21 16:31:20,51,0.9989473684210526,Środa Wielkopolska
2024-08-21 16:31:23,53,0.996842105263158,Środa Wielkopolska
2024-08-21 16:31:26,34,1.0,Środa Wielkopolska
2024-08-21 16:31:29,46,1.0,Środa Wielkopolska
2024-08-21 16:31:32,46,1.0,Środa Wielkopolska
2024-08-21 16:31:36,52,0.9978947368421052,Środa Wielkopolska
2024-08-21 16:31:39,50,1.0,Środa Wielkopolska
2024-08-21 16:31:42,69,0.98,Środa Wielkopolska
2024-08-21 16:31:45,45,1.0,Środa Wielkopolska
2024-08-21 16:31:49,45,1.0,Środa Wielkopolska
2024-08-21 16:31:52,45,1.0,Środa Wielkopolska
2024-08-21 16:31:55,52,0.9978947368421052,Środa Wielkopolska
2024-08-21 16:31:58,44,1.0,Środa Wielkopolska
2024-08-21 16:32:02,60000,0.0,Środa Wielkopolska
2024-08-21 16:32:15,59,0.9905263157894736,Środa Wielkopolska
2024-08-21 16:32:18,52,0.9978947368421052,Środa Wielkopolska
2024-08-21 16:32:21,61,0.988421052631579,Środa Wielkopolska
2024-08-21 16:32:24,72,0.9768421052631578,Środa Wielkopolska
2024-08-21 16:32:28,47,1.0,Środa Wielkopolska
2024-08-21 16:32:31,60000,0.0,Środa Wielkopolska
2024-08-21 16:32:43,67,0.9821052631578948,Środa Wielkopolska
2024-08-21 16:32:46,76,0.9726315789473684,Środa Wielkopolska
2024-08-21 16:32:50,72,0.9768421052631578,Środa Wielkopolska
2024-08-21 16:32:53,61,0.988421052631579,Środa Wielkopolska
2024-08-21 16:32:56,76,0.9726315789473684,Środa Wielkopolska
2024-08-21 16:33:00,77,0.9715789473684212,Środa Wielkopolska
2024-08-21 16:33:03,67,0.9821052631578948,Środa Wielkopolska
2024-08-21 16:33:06,67,0.9821052631578948,Środa Wielkopolska
2024-08-21 16:33:09,69,0.98,Środa Wielkopolska
2024-08-21 16:33:13,63,0.9863157894736844,Środa Wielkopolska
2024-08-21 16:33:16,84,0.9642105263157896,Środa Wielkopolska
2024-08-21 16:33:19,91,0.956842105263158,Środa Wielkopolska
2024-08-21 16:33:23,71,0.9778947368421052,Środa Wielkopolska
2024-08-21 16:33:26,57,0.9926315789473684,Środa Wielkopolska
2024-08-21 16:33:29,62,0.9873684210526316,Środa Wielkopolska
2024-08-21 16:33:32,58,0.991578947368421,Środa Wielkopolska
2024-08-21 16:33:36,61,0.988421052631579,Środa Wielkopolska
2024-08-21 16:33:39,172,0.871578947368421,Środa Wielkopolska
2024-08-21 16:33:42,67,0.9821052631578948,Środa Wielkopolska
2024-08-21 16:33:46,91,0.956842105263158,Środa Wielkopolska
2024-08-21 16:33:49,65,0.9842105263157894,Środa Wielkopolska
2024-08-21 16:33:52,87,0.9610526315789474,Środa Wielkopolska
2024-08-21 16:33:56,59,0.9905263157894736,Środa Wielkopolska
2024-08-21 16:33:59,61,0.988421052631579,Środa Wielkopolska
2024-08-21 16:34:02,82,0.9663157894736842,Jarocin
2024-08-21 16:34:06,75,0.9736842105263158,Jarocin
2024-08-21 16:34:09,68,0.9810526315789474,Jarocin
2024-08-21 16:34:12,62,0.9873684210526316,Jarocin
2024-08-21 16:34:15,81,0.9673684210526317,Jarocin
2024-08-21 16:34:19,72,0.9768421052631578,Jarocin
2024-08-21 16:34:22,65,0.9842105263157894,Jarocin
2024-08-21 16:34:25,75,0.9736842105263158,Jarocin
2024-08-21 16:34:29,65,0.9842105263157894,Jarocin
2024-08-21 16:34:32,66,0.983157894736842,Jarocin
2024-08-21 16:34:35,87,0.9610526315789474,Jarocin
2024-08-21 16:34:38,63,0.9863157894736844,Jarocin
2024-08-21 16:34:42,119,0.9273684210526316,Jarocin
2024-08-21 16:34:45,75,0.9736842105263158,Jarocin
2024-08-21 16:34:48,63,0.9863157894736844,Jarocin
2024-08-21 16:34:52,62,0.9873684210526316,Jarocin
2024-08-21 16:34:55,137,0.9084210526315788,Jarocin
2024-08-21 16:34:58,82,0.9663157894736842,Jarocin
2024-08-21 16:35:02,69,0.98,Jarocin
2024-08-21 16:35:08,59,0.9905263157894736,Jarocin
2024-08-21 16:35:11,216,0.8252631578947368,Jarocin
2024-08-21 16:35:15,56,0.9936842105263158,Jarocin
2024-08-21 16:35:18,57,0.9926315789473684,Jarocin
2024-08-21 16:35:21,44,1.0,Jarocin
2024-08-21 16:35:24,52,0.9978947368421052,Jarocin
2024-08-21 16:35:28,51,0.9989473684210526,Jarocin
2024-08-21 16:35:31,65,0.9842105263157894,Jarocin
2024-08-21 16:35:34,64,0.9852631578947368,Jarocin
2024-08-21 16:35:37,60,0.9894736842105264,Jarocin
2024-08-21 16:35:41,44,1.0,Jarocin
2024-08-21 16:35:44,55,0.9947368421052633,Jarocin
2024-08-21 16:35:47,53,0.996842105263158,Jarocin
2024-08-21 16:35:50,49,1.0,Jarocin
2024-08-21 16:35:54,50,1.0,Jarocin
2024-08-21 16:35:57,45,1.0,Jarocin
2024-08-21 16:36:00,44,1.0,Jarocin
2024-08-21 16:36:03,65,0.9842105263157894,Jarocin
2024-08-21 16:36:06,53,0.996842105263158,Jarocin
2024-08-21 16:36:10,73,0.9757894736842104,Jarocin
2024-08-21 16:36:13,149,0.8957894736842106,Jarocin
2024-08-21 16:36:17,50,1.0,Jarocin
2024-08-21 16:36:23,50,1.0,Jarocin
2024-08-21 16:36:27,110,0.936842105263158,Jarocin
2024-08-21 16:36:30,53,0.996842105263158,Jarocin
2024-08-21 16:36:33,66,0.983157894736842,Jarocin
2024-08-21 16:36:37,46,1.0,Jarocin
2024-08-21 16:36:40,51,0.9989473684210526,Jarocin
2024-08-21 16:36:43,47,1.0,Jarocin
2024-08-21 16:36:46,43,1.0,Jarocin
2024-08-21 16:36:49,53,0.996842105263158,Jarocin
2024-08-21 16:36:53,66,0.983157894736842,Jarocin
2024-08-21 16:36:56,54,0.9957894736842106,Jarocin
2024-08-21 16:36:59,80,0.968421052631579,Jarocin
2024-08-21 16:37:03,76,0.9726315789473684,Jarocin
2024-08-21 16:37:06,79,0.9694736842105264,Jarocin
2024-08-21 16:37:09,109,0.9378947368421052,Jarocin
2024-08-21 16:37:13,166,0.8778947368421053,Jarocin
2024-08-21 16:37:16,47,1.0,Jarocin
2024-08-21 16:37:19,52,0.9978947368421052,Jarocin
2024-08-21 16:37:23,63,0.9863157894736844,Jarocin
2024-08-21 16:37:26,90,0.9578947368421052,Jarocin
2024-08-21 16:37:29,37,1.0,Jarocin
2024-08-21 16:37:32,46,1.0,Jarocin
2024-08-21 16:37:36,37,1.0,Jarocin
2024-08-21 16:37:39,49,1.0,Jarocin
2024-08-21 16:37:42,56,0.9936842105263158,Jarocin
2024-08-21 16:37:45,39,1.0,Jarocin
2024-08-21 16:37:48,45,1.0,Jarocin
2024-08-21 16:37:52,57,0.9926315789473684,Jarocin
2024-08-21 16:37:55,50,1.0,Jarocin
2024-08-21 16:37:58,39,1.0,Jarocin
2024-08-21 16:38:01,63,0.9863157894736844,Jarocin
2024-08-21 16:38:05,41,1.0,Jarocin
2024-08-21 16:38:08,39,1.0,Jarocin
2024-08-21 16:38:11,49,1.0,Jarocin
2024-08-21 16:38:14,178,0.8652631578947368,Jarocin
2024-08-21 16:38:18,48,1.0,Jarocin
2024-08-21 16:38:21,48,1.0,Jarocin
